p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,2.0193108810245066,0.644,0.19,0,0,Il10rb
0,3.3284237507835464,0.983,0.531,0,0,Apoe
0,1.5675923646962784,0.723,0.272,0,0,Glul
0,2.4850818656286746,0.552,0.102,0,0,Lilr4b
0,2.265537103321254,0.558,0.108,0,0,Cd300a
0,1.8372854753602605,0.6,0.15,0,0,Ly86
0,2.433275381023592,0.534,0.089,0,0,Fcgr1
0,1.6137379309604458,0.76,0.318,0,0,Asah1
0,1.683725777549347,0.664,0.224,0,0,Pid1
0,3.128649857478071,0.653,0.213,0,0,Spp1
0,3.8747231098122725,0.476,0.038,0,0,Folr2
0,1.3825167330782442,0.685,0.248,0,0,Slc6a6
0,2.3185563782189145,0.975,0.538,0,0,Grn
0,2.1288238888905378,0.608,0.174,0,0,Abhd12
0,2.167646861515797,0.658,0.225,0,0,Pld3
0,2.2731014808316194,0.536,0.104,0,0,Ptafr
0,1.8595903798391136,0.615,0.183,0,0,Vsir
0,1.601708986257133,0.916,0.486,0,0,Atp6v0b
0,2.5729036862485835,0.523,0.096,0,0,Tnfaip8l2
0,2.0647484313777853,0.617,0.192,0,0,Atp6v1a
0,1.3118646557735998,0.768,0.347,0,0,Zeb2
0,1.9837511706931878,0.565,0.144,0,0,Evi2a
0,2.242438042657997,0.539,0.12,0,0,Fam105a
0,1.179328819159947,0.923,0.509,0,0,H2-K1
0,1.5404846269770829,0.925,0.512,0,0,Sat1
0,3.060114564885142,0.482,0.069,0,0,Slc43a2
0,1.7491635217678032,0.651,0.241,0,0,Rnf130
0,1.9759831840469397,0.539,0.13,0,0,Fyb
0,1.3783240273030413,0.598,0.189,0,0,Ehd4
0,1.984206247500126,0.606,0.198,0,0,Man2b1
0,2.5440019948348196,0.505,0.098,0,0,Fam213b
0,2.2997570887084766,0.496,0.09,0,0,Bcl2a1b
0,1.4013917927253092,0.575,0.169,0,0,Ptprc
0,1.6526599221505451,0.573,0.167,0,0,Slfn2
0,2.9154510799776685,0.773,0.368,0,0,Fabp5
0,1.930048156012301,0.533,0.128,0,0,Ptpn6
0,1.031505952352402,0.879,0.476,0,0,Cebpb
0,2.573191538040355,0.955,0.553,0,0,Cstb
0,2.3072045689544027,0.526,0.131,0,0,Sgpl1
0,3.272447392096159,0.444,0.051,0,0,Tmem37
0,2.3807521117797363,0.507,0.115,0,0,Itgb2
0,1.5727934706985782,0.917,0.531,0,0,Vamp8
0,3.1957595575264315,0.432,0.05,0,0,Fcrls
0,2.114652648580893,0.531,0.149,0,0,Tpp1
0,2.2004014843959334,0.497,0.116,0,0,Arrb2
0,2.03472956721239,0.506,0.125,0,0,Nrros
0,1.7409667482128324,0.603,0.224,0,0,Rnf149
0,3.0972821041667564,0.435,0.056,0,0,Msr1
0,1.542501966654549,0.688,0.309,0,0,Msrb1
0,2.2529754733457508,0.532,0.154,0,0,Lipa
0,3.0175080153172367,0.967,0.591,0,0,Ctsd
0,1.9457019286905948,0.546,0.171,0,0,Mfsd1
0,3.5442187301154,0.412,0.037,0,0,Hpgds
0,2.2696276753699647,0.459,0.085,0,0,Cd37
0,0.9643806427012023,0.667,0.295,0,0,Gm2a
0,2.6132913282988297,0.476,0.106,0,0,Wwp1
0,2.5442982956228084,0.451,0.081,0,0,Itgam
0,1.3803599198277696,0.709,0.34,0,0,Atp2b1
0,1.8444752604813188,0.546,0.181,0,0,P2rx4
0,1.6373866070789214,0.529,0.164,0,0,Tm6sf1
0,2.278441358349824,0.468,0.104,0,0,Cxcr4
0,1.1125193209760829,0.525,0.162,0,0,Rac2
0,2.2193776826558134,0.446,0.084,0,0,Hcst
0,1.3320771368628277,0.659,0.299,0,0,Metrnl
0,2.4868955561751163,0.441,0.082,0,0,Slc11a1
0,1.6169840300316976,0.912,0.554,0,0,Bri3
0,2.012581849634712,0.495,0.138,0,0,Ly96
0,1.9209034873952615,0.473,0.116,0,0,Ncf4
0,1.611340965567155,0.729,0.373,0,0,Cltc
0,2.0514221278308544,0.462,0.107,0,0,Cyth4
0,1.5841996409685282,0.629,0.274,0,0,Card19
0,2.549037323853325,0.441,0.087,0,0,Atp13a2
0,1.9460714568979354,0.467,0.114,0,0,Ncf2
0,1.797474478446152,0.526,0.173,0,0,Atp6v1b2
0,2.105622002696524,0.467,0.121,0,0,Gng2
0,2.227757489786434,0.459,0.114,0,0,Hacd4
0,1.8949979671579558,0.5,0.155,0,0,Blvra
0,1.6219816033841836,0.598,0.253,0,0,Camk1
0,1.2260474087183755,0.71,0.365,0,0,Dazap2
0,0.8879586257659445,0.455,0.113,0,0,Irf8
0,4.041433392342196,0.487,0.145,0,0,Ccl8
0,1.5592888648610028,0.571,0.231,0,0,Irf2bp2
0,2.6296485472333275,0.404,0.067,0,0,Cd300ld
0,3.5761410859145113,0.372,0.039,0,0,Cbr2
0,1.4279465240591125,0.583,0.252,0,0,Gngt2
0,1.5380838792563418,0.528,0.198,0,0,Rhog
0,1.5917302984468817,0.538,0.21,0,0,Gusb
0,3.295233771205071,0.363,0.035,0,0,Slc37a2
0,1.3376057570847728,0.995,0.668,0,0,H2-D1
0,1.9066688913806877,0.476,0.15,0,0,Uap1l1
0,1.567521572510865,0.472,0.146,0,0,Hcls1
0,1.6292482858092112,0.928,0.603,0,0,Ctsz
0,2.599390647698468,0.39,0.065,0,0,Ncf1
0,2.5323831215314154,0.407,0.083,0,0,Ap1b1
0,1.3244137145196522,0.93,0.608,0,0,Arpc3
0,2.0266829622820848,0.442,0.123,0,0,Gpr137b
0,2.3726150759554288,0.411,0.092,0,0,Myo5a
0,1.0842992213168159,0.69,0.372,0,0,Arl6ip1
0,2.40044987816766,0.477,0.162,0,0,Cxcl2
0,1.7766573146330724,0.47,0.155,0,0,Rab8b
0,1.3485684254723833,0.705,0.391,0,0,Mcl1
0,2.498553232861946,0.386,0.074,0,0,Apobec1
0,2.3579763876727275,0.392,0.08,0,0,Dnase2a
0,1.0285481014399007,0.835,0.523,0,0,Capza2
0,2.3434926692435196,0.386,0.076,0,0,Susd3
0,2.9224677126743615,0.361,0.053,0,0,Nceh1
0,2.269110399282308,0.386,0.078,0,0,Dpep2
0,2.050084134619332,0.401,0.094,0,0,AB124611
0,2.1177276589557126,0.405,0.099,0,0,Cebpa
0,1.9451895170208893,0.493,0.187,0,0,Slc48a1
0,0.9639981945676002,0.473,0.167,0,0,Cd36
0,1.7559905139182037,0.454,0.149,0,0,Sdc3
0,1.6828913459437205,0.51,0.205,0,0,Anxa4
0,2.073431632359887,0.404,0.101,0,0,Lat2
0,1.5937165999470526,0.46,0.157,0,0,Prkcd
0,1.6238337157355909,0.508,0.205,0,0,Sft2d1
0,2.1079760880931566,0.394,0.091,0,0,Fermt3
0,2.1525352778968894,0.382,0.083,0,0,Lrrc25
0,2.461993449655294,0.367,0.068,0,0,Myo1f
0,1.3502551937260665,0.5,0.201,0,0,Gpsm3
0,2.0630453323240356,0.404,0.107,0,0,AI607873
0,2.0437782201288397,0.412,0.115,0,0,Soat1
0,2.226925574832828,0.386,0.09,0,0,Renbp
0,1.863987491010337,0.427,0.131,0,0,Mpp1
0,1.3511844494883265,0.492,0.196,0,0,Skap2
0,1.4589441851936211,0.358,0.062,0,0,Lyz1
0,1.6202358543561588,0.469,0.173,0,0,AI413582
0,2.0448075363183507,0.396,0.101,0,0,Tnfrsf1b
0,0.9157565273247534,0.886,0.592,0,0,Tspo
0,2.70482849786124,0.878,0.585,0,0,Sepp1
0,1.8218919153898507,0.426,0.134,0,0,Atp6v1c1
0,3.562342022852862,0.389,0.098,0,0,Gpnmb
0,1.8240122401532148,0.401,0.111,0,0,Rassf4
0,1.1068849674330266,0.821,0.532,0,0,Atp6v1f
0,2.5044814496273617,0.348,0.063,0,0,Nckap1l
0,2.175541611727647,0.375,0.091,0,0,Acp2
0,1.5146204177674893,0.422,0.14,0,0,Csf2ra
0,1.715780521063026,0.385,0.104,0,0,Clec12a
0,1.3316318910288127,0.896,0.616,0,0,Atp6v1g1
0,3.130262256191889,0.325,0.045,0,0,Adam8
0,1.985525439053916,0.388,0.108,0,0,Amdhd2
0,2.2843911848507945,0.365,0.085,0,0,Mtss1
0,1.9406701424538908,0.389,0.111,0,0,Tcirg1
0,2.364835040725044,0.354,0.076,0,0,Gnpda1
0,1.6244977701983128,0.44,0.164,0,0,Rab3il1
0,1.730305257359292,0.417,0.143,0,0,Rap2b
0,1.7839907058997697,0.376,0.102,0,0,AI662270
0,2.356724796695822,0.347,0.074,0,0,B4galt6
0,1.7739573058790636,0.367,0.095,0,0,Tlr2
0,1.170266663989707,0.789,0.517,0,0,Ap2s1
0,1.8185541055977539,0.388,0.117,0,0,Rab7b
0,1.097103617048947,0.803,0.532,0,0,Serinc3
0,2.1348110588323697,0.356,0.085,0,0,Inpp5d
0,2.0758813831798393,0.349,0.08,0,0,Ccr5
0,1.870232456869571,0.361,0.094,0,0,Arhgap30
0,1.6349535024359567,0.401,0.135,0,0,Rnpep
0,1.7001972659878903,0.369,0.104,0,0,Irf5
0,1.9250468834149346,0.374,0.11,0,0,Bmp2k
0,2.5055401567894817,0.31,0.048,0,0,Lair1
0,2.482987599713671,0.312,0.053,0,0,Pkib
0,1.9641919453977508,0.355,0.097,0,0,Dnase1l1
0,1.4520479546413978,0.705,0.447,0,0,Capg
0,0.9436621252368095,0.841,0.584,0,0,Rap1b
0,2.0856860413561624,0.333,0.077,0,0,Slc15a3
0,3.1862651177417316,0.284,0.033,0,0,Arl11
0,2.2712668535284464,0.323,0.074,0,0,Cln8
0,1.4675175135110785,0.354,0.105,0,0,Epsti1
0,2.252424650349396,0.316,0.069,0,0,Zeb2os
0,2.0415462425144013,0.331,0.084,0,0,Ptprj
0,1.2849066010457932,0.982,0.736,0,0,Sh3bgrl3
0,1.4867279624382517,0.984,0.74,0,0,Npc2
0,2.095339798637019,0.331,0.088,0,0,Osbpl8
0,1.947600329063931,0.33,0.088,0,0,Daglb
0,2.019371489368319,0.331,0.091,0,0,Man1c1
0,2.007294889034023,0.313,0.073,0,0,Pstpip1
0,2.2123055587745872,0.315,0.076,0,0,Pla2g15
0,2.2380558730535904,0.299,0.061,0,0,Lpxn
0,2.5619008936947485,0.285,0.049,0,0,Cd33
0,0.9256756132516318,0.907,0.672,0,0,Emp3
0,2.956763444941351,0.271,0.037,0,0,Gpr34
0,1.9424551915104475,0.33,0.096,0,0,Tmem86a
0,3.710657362110914,0.257,0.024,0,0,Npl
0,1.9465471606108946,0.324,0.091,0,0,Mthfs
0,2.071928135904681,0.297,0.065,0,0,Igsf6
0,0.9451254878373722,0.833,0.601,0,0,Cox5a
0,2.1431827669371284,0.312,0.08,0,0,Clec10a
0,2.5967124976897376,0.27,0.041,0,0,Blnk
0,1.373741571350194,0.955,0.726,0,0,Clta
0,2.768343782642895,0.266,0.039,0,0,Tbxas1
0,2.0311544060844815,0.303,0.076,0,0,Lpcat2
0,1.9909203094013541,0.295,0.068,0,0,Ccr1
0,2.588545145742919,0.271,0.046,0,0,Rbm47
0,2.4963227590086574,0.273,0.049,0,0,Vav1
0,3.1515220141226967,0.254,0.03,0,0,Ccl12
0,2.2520218056361143,0.283,0.06,0,0,Lyl1
0,3.2162292432167714,0.244,0.024,0,0,Arhgap19
0,1.9308464223804063,0.299,0.079,0,0,Adssl1
0,1.8608636886996837,0.285,0.066,0,0,Rgs1
0,2.216197856163454,0.267,0.056,0,0,Milr1
0,1.5992940126346582,0.974,0.763,0,0,Lamp1
0,2.061760462082461,0.273,0.063,0,0,Dok3
0,3.156038535592593,0.237,0.028,0,0,Ly9
0,2.9033514138653174,0.244,0.035,0,0,Hpse
0,2.988622848540393,0.242,0.033,0,0,Nxpe5
0,3.3196395883220067,0.236,0.027,0,0,Cela1
0,3.3709378808842434,0.23,0.022,0,0,Cd200r1
0,2.4501189690811893,0.256,0.049,0,0,Slc27a1
0,1.8719441273225592,0.877,0.672,0,0,Ctsl
0,1.956501191948893,0.255,0.053,0,0,Fcgr4
0,2.555830020485688,0.247,0.046,0,0,Slc9a9
0,2.962068511074139,0.237,0.036,0,0,Ltc4s
0,2.6311696341123714,0.996,0.795,0,0,Ctsb
0,2.186906487018593,0.247,0.049,0,0,Dok2
0,2.570556451829889,0.253,0.057,0,0,Fxyd2
0,1.3371540580884809,0.952,0.757,0,0,Gpx1
0,2.8062533360708617,0.228,0.034,0,0,Slc7a8
0,2.7999315463124517,0.229,0.035,0,0,Prune2
0,3.353989989969481,0.213,0.022,0,0,Tlr13
0,2.3173385929542283,0.237,0.047,0,0,Ccl3
0,0.7947001792757737,0.916,0.727,0,0,Arpc2
0,2.235012973980664,0.234,0.048,0,0,Pou2f2
0,2.411614640220326,0.226,0.044,0,0,Bst1
0,2.853487206098084,0.203,0.028,0,0,Cd300lb
0,2.79072691713647,0.201,0.03,0,0,Clec5a
0,1.1792125907738258,0.934,0.766,0,0,Akr1a1
0,4.957483015711626,0.176,0.011,0,0,Arg1
0,3.493708237628873,0.18,0.016,0,0,Abcc3
0,2.981195465789432,0.187,0.024,0,0,Tlr7
0,3.9626729742742963,0.174,0.012,0,0,Tmem8
0,3.182698225715165,0.181,0.02,0,0,Aoah
0,2.215777232481349,0.999,0.844,0,0,Psap
0,4.365044061716979,0.166,0.011,0,0,Rnf128
0,0.9486553504407642,0.947,0.808,0,0,Atox1
0,1.5064184665095235,1,0.867,0,0,B2m
0,3.1947573330783,0.149,0.017,0,0,Ccl24
0,3.417034636443697,0.14,0.013,0,0,Hk3
0,4.447945283540313,0.117,0.007,0,0,Fcna
0,0.37298319206250596,0.996,0.888,0,0,Cst3
0,4.485631929919789,0.113,0.006,0,0,F7
0,1.863053668652352,0.96,0.887,0,0,Prdx1
0,0.661912939007449,0.966,0.9,0,0,Shfm1
0,1.627919009799125,0.996,0.931,0,0,Itm2b
0,0.8194995197541699,0.997,0.954,0,0,Pfn1
0,2.2087658851266063,1,0.983,0,0,Fth1
0,0.8224687171252807,1,0.989,0,0,Tmsb4x
0,2.4921655649517493,1,0.991,0,0,Ftl1
0,0.6661839177407614,1,0.998,0,0,Rps29
6.623852881348568e-308,1.4213171491334393,0.5,0.209,1.1345997600461962e-303,0,Grb2
4.116338632422949e-307,3.2232404700331734,0.145,0.016,7.050876443477268e-303,0,P2ry12
4.793536622283392e-307,2.1355183813354652,0.252,0.057,8.210848880309222e-303,0,Lcp2
4.9844754375718346e-307,1.794649361772256,0.35,0.108,8.537907977016795e-303,0,Npc1
5.3654664564862825e-306,1.243029482961767,0.574,0.264,9.190507493315354e-302,0,M6pr
8.262327730772085e-305,1.794310176602267,0.314,0.087,1.4152541170039505e-300,0,Syk
3.3882434229667224e-304,2.722366063139536,0.178,0.027,5.8037221591996985e-300,0,Rapsn
3.658454649938955e-303,3.160144020429117,0.142,0.015,6.266566969880436e-299,0,Kcnk13
2.2844974842415094e-299,1.868824959199981,0.33,0.098,3.9131157407572817e-295,0,Frmd4b
2.9270938556337064e-296,1.9225387338523952,0.275,0.069,5.013819065314975e-292,0,Arhgap9
2.82505867458768e-294,0.7155788964342005,0.922,0.779,4.839043003701237e-290,0,Cdc42
1.723783860129252e-293,3.150577448983906,0.124,0.011,2.952669374015396e-289,0,Atp6v0d2
1.760215525953375e-292,1.1199494952157567,0.664,0.368,3.015073174405536e-288,0,Rab5c
3.0733283653552017e-291,1.091502185123658,0.62,0.302,5.264304157016925e-287,0,Tgfb1
4.3925251599334204e-290,2.095782118736036,0.248,0.058,7.523956346449956e-286,0,Il10ra
4.974779204515611e-289,1.360604749151097,0.505,0.218,8.52129929941479e-285,0,S100a1
6.68530247451327e-289,1.369818684118349,0.481,0.198,1.145125460859378e-284,0,Crlf2
9.469599572189953e-289,2.451943573809464,0.187,0.032,1.622047710720417e-284,0,Prkcb
4.390372662638332e-287,0.9553079546390812,0.793,0.561,7.520269333833199e-283,0,Snx3
9.530456870874588e-285,1.4970200165723853,0.53,0.255,1.6324719574121081e-280,0,Snx2
1.1628774037109739e-284,2.782905672644842,0.165,0.025,1.9918927048165271e-280,0,Galc
