p_val,avg_log2FC,pct.1,pct.2,p_val_adj
3.335106810777866e-35,8.430061683323697,1,1,8.834364431069489e-31
1.2510626967301222e-32,9.423301326667552,1,0.75,3.3139399773684207e-28
4.3715893931081746e-29,1.584962500721156,1,0.75,1.1579903143404243e-24
3.5806738535507977e-26,10.149285235383275,1,0.75,9.484846970670707e-22
1.4812029160932345e-24,3.5398746111926185,1,1,3.923558404439369e-20
3.456998237180203e-22,14.580376352946308,1,0.25,9.15724263046664e-18
6.270336445139161e-22,2.8945973194170898,1,1,1.6609494209529124e-17
4.395591388459257e-21,8.58439170148883,1,0.75,1.1643482028889725e-16
1.240283627925887e-20,4.069162024507395,1,1,3.285387302012882e-16
2.0902055102584397e-20,9.260868411427612,1,0.75,5.536745376123581e-16
2.10292182098765e-19,6.755785258907365,1,1,5.5704296116141855e-15
8.549126618940339e-19,3.423807708906576,1,1,2.2645781500911064e-14
9.939641790542136e-19,8.172745698393806,1,1,2.6329117138967063e-14
1.1864822884211445e-18,3.061400544664143,1,0.75,3.1428729337987695e-14
5.456625620657474e-17,2.067114195858537,1,0.5,1.4454055606559584e-12
1.0753601522136596e-16,10.712527000439824,1,0.5,2.848521507198763e-12
4.1448193489425056e-16,8.549097048164152,1,0.75,1.0979211973413802e-11
9.01003303049696e-16,7.562036103871649,1,1,2.3866676494483398e-11
9.084880707686492e-16,3.987460804339655,1,1,2.4064940506590747e-11
1.1523405394223316e-15,1.9228321394775403,1,1,3.052434854875814e-11
1.763657319986045e-15,7.824380216193597,1,1,4.6717518749110347e-11
2.5964445563687013e-15,4.164843294740915,1,1,6.877721985365053e-11
2.916774748294447e-15,7.662599912115422,1,1,7.72624463075716e-11
3.4968717327700196e-15,3.148863385914482,1,0.75,9.262863532934505e-11
3.559074841788611e-15,10.635869243260101,1,0.5,9.42763334841385e-11
1.296097816421248e-14,4.1073623986880445,1,1,3.433233505918244e-10
3.018599545126144e-14,7.267978358227273,1,1,7.995968335084643e-10
3.646667643145078e-14,2.5545888516776376,1,0.75,9.659657919926998e-10
4.759765970939147e-14,4.1673783193319665,1,1,1.2608144080420706e-9
6.895422345286228e-14,9.011926066306808,1,0.75,1.8265284250428689e-9
9.17427226539784e-14,7.142447476143414,1,1,2.4301729803812336e-9
1.15225954317255e-13,3.678561867773448,1,0.75,3.0522203039097677e-9
1.6859348559256938e-13,10.451817158907357,1,1,4.46587283986157e-9
1.7517530953754365e-13,7.68433422233816,1,1,4.640218774339994e-9
2.0024582137977826e-13,3.440572591385981,1,0.75,5.3043115625289465e-9
